today,latitude,longitude,ip,type,tpm,tpm_type,informants
7/20/15,3.798975,42.544991,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/20/15,3.800128,42.546799,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/20/15,3.799928,42.54443,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/20/15,3.798772,42.544945,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/20/15,3.799403,42.544304,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/20/15,3.799029,42.546146,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/20/15,3.795869,42.546112,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/20/15,3.799543,42.545288,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/20/15,2.892935,41.992676,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/20/15,3.799403,42.543961,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/20/15,2.919634,42.061523,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/20/15,3.799822,42.54461,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/20/15,2.900158,41.963745,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/20/15,2.778954,41.037415,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/20/15,2.798158,41.001709,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/20/15,2.788305,41.035675,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/20/15,3.800079,42.544868,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/20/15,2.889186,41.980225,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/20/15,3.799926,42.544481,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/20/15,2.776211,41.009949,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,2.618981,44.893753,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.799329,42.544945,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.799894,42.544524,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.798515,42.544258,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,2.146112,45.119179,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.799908,42.544739,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.799993,42.544567,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.800298,42.544664,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.799555,42.54443,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.799586,42.544945,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.800012,42.544696,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.798709,42.544601,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.799543,42.542885,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.80026,42.542931,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.800003,42.545803,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.796246,42.570007,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.800271,42.54546,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.798944,42.545116,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.799851,42.544395,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,2.783755,41.009949,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,2.905645,41.974731,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,2.86971,42.058594,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,6.245499,46.313599,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,2.898787,41.980225,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.799873,42.544696,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,6.237831,46.309113,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,2.619423,44.894397,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,2.619441,44.894311,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.799908,42.544739,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,4.735195,45.204042,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.798986,42.54649,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,4.714307,45.199219,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,5.308201,45.879358,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,4.735281,45.203871,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,1.695675,44.566406,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,4.735644,45.20533,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,2.146504,45.119757,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,2.146268,45.119499,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,4.735308,45.204729,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.799232,42.545334,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,2.901164,41.959717,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,2.619573,44.893968,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.800215,42.547571,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.79979,42.544836,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.800228,42.544086,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,2.142022,45.112719,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.802635,42.549073,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.800517,42.543274,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,2.618991,44.893367,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,3.801864,42.54873,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,2.146375,45.119843,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,5.307947,45.880205,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,4.719781,45.215698,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,2.909393,41.937744,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/21/15,2.619452,44.89444,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,4.736205,45.25415,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,2.146326,45.119865,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,5.200148,45.525639,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,4.738942,45.248657,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,2.619527,44.893839,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,3.800119,42.547614,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,3.800228,42.544945,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,2.618991,44.893281,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,2.619439,44.894311,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,4.153219,45.445312,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,2.619324,44.89474,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,1.790732,44.354919,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,6.228617,46.310852,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,4.735324,45.205416,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,4.73073,45.232178,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,2.33651,42.287796,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,2.619249,44.893667,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,1.79485,44.354919,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,2.942309,41.915771,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,5.308182,45.879647,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,3.798301,42.544773,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,2.619209,44.893796,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,2.142403,45.113694,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,5.016984,46.832336,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,3.799672,42.543915,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,3.799886,42.545975,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,4.735024,45.204643,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,3.798376,42.546364,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,4.735415,45.203121,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,3.799714,42.544258,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,4.735516,45.202583,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,4.732373,45.228333,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,5.002665,46.859619,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,3.800226,42.547228,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,2.142272,45.11408,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,3.799843,42.54546,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,4.752628,45.199219,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,2.619034,44.894526,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,2.337031,42.286057,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,3.799489,42.544991,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,2.146155,45.119007,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,2.61938,44.893753,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,2.619431,44.894053,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,3.799683,42.544601,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,4.2175,45.456665,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,3.799543,42.544945,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,6.246864,46.294373,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,4.735446,45.204323,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,5.308321,45.879561,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,5.029638,46.830963,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/22/15,4.734579,45.200249,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.787589,40.998585,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,3.800026,42.544945,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.787303,40.99851,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.779137,40.990723,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,3.799543,42.544945,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.787184,40.993469,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.773651,41.020935,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,4.735666,45.2043,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.77932,41.012695,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.773651,41.012695,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.787367,40.97699,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,3.797862,42.546364,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.146654,45.119499,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.146015,45.118195,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.146316,45.119671,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,1.793477,44.359039,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.146675,45.120272,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.145426,45.120209,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.146375,45.119585,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.145812,45.119007,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.787707,40.998156,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.785481,40.9991,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.337765,42.286251,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.337524,42.284683,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.337099,42.283379,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.336413,42.286812,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.337251,42.305305,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.337356,42.280632,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,3.800602,42.547737,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,3.800014,42.545288,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,3.799969,42.544567,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,3.799886,42.54546,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,3.799905,42.544524,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.619337,44.894053,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.619249,44.89444,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.619174,44.893925,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.944047,46.028687,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.61912,44.893453,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.619452,44.894483,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.648884,44.865166,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,2.618991,44.893496,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,5.308543,45.880388,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,5.008867,46.91748,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,4.734559,45.203636,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,4.735131,45.205759,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,4.747518,45.243164,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,4.747153,45.182739,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,4.734237,45.203339,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,4.73073,45.210205,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,4.733274,45.210297,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.799372,42.544945,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,2.770724,40.987976,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.799597,42.544599,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,2.337497,42.289341,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,2.876477,41.959717,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.799798,42.544438,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.799574,42.544647,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.798119,42.547737,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,4.735104,45.204151,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.799543,42.546146,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.800602,42.545334,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.799884,42.544782,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.799886,42.544945,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.799937,42.544653,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,4.752628,45.204712,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,2.902582,41.990479,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,2.89641,42.001465,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.799372,42.545631,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.799894,42.544739,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,4.747153,45.215698,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,4.735318,45.204666,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,4.73353,45.206429,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,4.194034,45.512329,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,4.211085,45.489258,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,4.73566,45.205524,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.799851,42.544696,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.799809,42.544696,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,4.734836,45.276123,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,2.286563,42.289307,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,2.337717,42.28434,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,2.783755,40.996216,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.799146,42.544304,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,4.735324,45.20224,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,4.735757,45.203121,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.800571,42.544773,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.799905,42.54461,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.799329,42.544601,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.799672,42.545803,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,2.375113,42.377197,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,4.733467,45.226685,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.798889,42.542931,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.8004,42.546146,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.798461,42.545334,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,2.337144,42.28434,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.799329,42.545116,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/27/15,3.799029,42.54443,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/23/15,4.735366,45.2043,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,3.799851,42.54461,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,3.800012,42.547915,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,4.735302,45.202669,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.783755,40.979736,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,3.799555,42.544773,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.878214,41.985718,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,3.800003,42.548874,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.33133,42.285873,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.33681,42.285221,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.337068,42.285736,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.337251,42.286594,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,4.735366,45.204386,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,3.799948,42.547957,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,3.79998,42.547786,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,3.799201,42.544945,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.337356,42.286125,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.337239,42.28299,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,4.735473,45.203442,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,3.799232,42.545677,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,3.794661,42.530869,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,3.799201,42.545116,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.780326,40.985229,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,5.308481,45.879261,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,5.308414,45.879959,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,5.307009,45.882431,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,5.308054,45.879733,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,n/a,n/a,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,5.308193,45.879476,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,5.308428,45.879561,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,5.200148,45.525209,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.337374,42.283739,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.619516,44.893925,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,5.308225,45.880634,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.6554,44.924217,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.6554,44.925591,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.619584,44.894526,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.619077,44.893324,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.619294,44.893925,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.619249,44.893839,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.653942,44.926277,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.619291,44.893581,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,1.761563,44.500488,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.619034,44.893753,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.619281,44.895255,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.619366,44.894654,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.619034,44.894053,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.335727,42.284409,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.619624,44.893968,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.896985,41.978256,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.92512,41.973633,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.785127,40.993469,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,5.308278,45.880377,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.619334,44.893839,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.618906,44.89371,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,1.789748,44.453613,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.619324,44.894397,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,n/a,n/a,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.648198,44.930054,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.619366,44.894225,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.649141,44.930397,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.618852,44.893538,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.619516,44.893667,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,n/a,n/a,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.648884,44.861389,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.619123,44.894182,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.619249,44.894912,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.146338,45.120037,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.142325,45.113093,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.142357,45.113222,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.1421,45.113565,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.146764,45.126526,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.14586,45.119928,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.185126,45.154243,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.146311,45.120701,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/28/15,2.14659,45.119328,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/29/15,2.185469,45.156303,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/29/15,2.145775,45.119242,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/29/15,2.18444,45.155273,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/29/15,2.146568,45.119757,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
7/29/15,2.142304,45.113565,unicef,cash,UNICEF Cash Transfer,cc,beneficiaries
