date,longitude,latitude,ip,type,category,tpm_type,informants
7/20/15,41.980225,2.889186,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/20/15,42.544481,3.799926,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/20/15,41.009949,2.776211,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,44.893753,2.618981,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.544945,3.799329,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.544524,3.799894,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.544258,3.798515,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,45.119179,2.146112,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.544739,3.799908,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.544567,3.799993,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.544664,3.800298,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.54443,3.799555,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.544945,3.799586,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.544696,3.800012,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.544601,3.798709,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.542885,3.799543,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.542931,3.80026,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.545803,3.800003,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.570007,3.796246,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.54546,3.800271,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.545116,3.798944,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.544395,3.799851,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,41.009949,2.783755,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,41.974731,2.905645,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.058594,2.86971,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,46.313599,6.245499,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,41.980225,2.898787,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.544696,3.799873,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,46.309113,6.237831,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,44.894397,2.619423,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,44.894311,2.619441,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.544739,3.799908,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,45.204042,4.735195,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.54649,3.798986,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,45.199219,4.714307,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,45.879358,5.308201,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,45.203871,4.735281,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,44.566406,1.695675,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,45.20533,4.735644,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,45.119757,2.146504,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,45.119499,2.146268,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,45.204729,4.735308,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.545334,3.799232,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,41.959717,2.901164,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,44.893968,2.619573,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.547571,3.800215,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.544836,3.79979,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.544086,3.800228,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,45.112719,2.142022,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.549073,3.802635,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.543274,3.800517,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,44.893367,2.618991,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,42.54873,3.801864,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,45.119843,2.146375,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,45.880205,5.307947,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,45.215698,4.719781,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,41.937744,2.909393,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/21/15,44.89444,2.619452,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.25415,4.736205,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.119865,2.146326,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.525639,5.200148,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.248657,4.738942,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,44.893839,2.619527,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,42.547614,3.800119,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,42.544945,3.800228,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,44.893281,2.618991,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,44.894311,2.619439,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.445312,4.153219,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,44.89474,2.619324,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,44.354919,1.790732,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,46.310852,6.228617,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.205416,4.735324,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.232178,4.73073,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,42.287796,2.33651,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,44.893667,2.619249,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,44.354919,1.79485,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,41.915771,2.942309,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.879647,5.308182,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,42.544773,3.798301,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,44.893796,2.619209,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.113694,2.142403,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,46.832336,5.016984,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,42.543915,3.799672,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,42.545975,3.799886,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.204643,4.735024,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,42.546364,3.798376,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.203121,4.735415,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,42.544258,3.799714,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.202583,4.735516,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.228333,4.732373,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,46.859619,5.002665,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,42.547228,3.800226,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.11408,2.142272,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,42.54546,3.799843,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.199219,4.752628,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,44.894526,2.619034,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,42.286057,2.337031,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,42.544991,3.799489,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.119007,2.146155,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,44.893753,2.61938,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,44.894053,2.619431,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,42.544601,3.799683,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.456665,4.2175,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,42.544945,3.799543,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,46.294373,6.246864,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.204323,4.735446,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.879561,5.308321,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,46.830963,5.029638,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/22/15,45.200249,4.734579,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,40.998585,2.787589,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,42.544945,3.800026,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,40.99851,2.787303,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,40.990723,2.779137,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,42.544945,3.799543,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,40.993469,2.787184,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,41.020935,2.773651,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,45.2043,4.735666,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,41.012695,2.77932,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,41.012695,2.773651,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,40.97699,2.787367,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,42.546364,3.797862,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,45.119499,2.146654,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,45.118195,2.146015,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,45.119671,2.146316,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,44.359039,1.793477,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,45.120272,2.146675,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,45.120209,2.145426,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,45.119585,2.146375,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,45.119007,2.145812,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,40.998156,2.787707,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,40.9991,2.785481,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,42.286251,2.337765,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,42.284683,2.337524,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,42.283379,2.337099,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,42.286812,2.336413,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,42.305305,2.337251,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,42.280632,2.337356,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,42.547737,3.800602,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,42.545288,3.800014,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,42.544567,3.799969,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,42.54546,3.799886,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,42.544524,3.799905,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,44.894053,2.619337,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,44.89444,2.619249,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,44.893925,2.619174,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,46.028687,2.944047,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,44.893453,2.61912,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,44.894483,2.619452,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,44.865166,2.648884,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,44.893496,2.618991,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,45.880388,5.308543,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,46.91748,5.008867,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,45.203636,4.734559,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,45.205759,4.735131,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,45.243164,4.747518,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,45.182739,4.747153,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,45.203339,4.734237,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,45.210205,4.73073,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,45.210297,4.733274,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.544945,3.799372,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,40.987976,2.770724,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.544599,3.799597,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.289341,2.337497,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,41.959717,2.876477,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.544438,3.799798,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.544647,3.799574,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.547737,3.798119,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,45.204151,4.735104,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.546146,3.799543,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.545334,3.800602,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.544782,3.799884,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.544945,3.799886,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.544653,3.799937,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,45.204712,4.752628,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,41.990479,2.902582,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.001465,2.89641,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.545631,3.799372,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.544739,3.799894,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,45.215698,4.747153,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,45.204666,4.735318,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,45.206429,4.73353,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,45.512329,4.194034,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,45.489258,4.211085,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,45.205524,4.73566,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.544696,3.799851,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.544696,3.799809,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,45.276123,4.734836,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.289307,2.286563,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.28434,2.337717,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,40.996216,2.783755,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.544304,3.799146,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,45.20224,4.735324,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,45.203121,4.735757,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.544773,3.800571,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.54461,3.799905,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.544601,3.799329,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.545803,3.799672,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.377197,2.375113,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,45.226685,4.733467,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.542931,3.798889,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.546146,3.8004,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.545334,3.798461,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.28434,2.337144,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.545116,3.799329,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/27/15,42.54443,3.799029,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/23/15,45.2043,4.735366,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,42.54461,3.799851,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,42.547915,3.800012,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.202669,4.735302,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,40.979736,2.783755,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,42.544773,3.799555,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,41.985718,2.878214,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,42.548874,3.800003,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,42.285873,2.33133,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,42.285221,2.33681,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,42.285736,2.337068,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,42.286594,2.337251,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.204386,4.735366,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,42.547957,3.799948,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,42.547786,3.79998,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,42.544945,3.799201,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,42.286125,2.337356,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,42.28299,2.337239,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.203442,4.735473,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,42.545677,3.799232,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,42.530869,3.794661,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,42.545116,3.799201,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,40.985229,2.780326,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.879261,5.308481,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.879959,5.308414,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.882431,5.307009,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.879733,5.308054,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,n/a,n/a,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.879476,5.308193,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.879561,5.308428,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.525209,5.200148,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,42.283739,2.337374,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.893925,2.619516,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.880634,5.308225,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.924217,2.6554,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.925591,2.6554,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.894526,2.619584,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.893324,2.619077,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.893925,2.619294,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.893839,2.619249,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.926277,2.653942,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.893581,2.619291,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.500488,1.761563,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.893753,2.619034,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.895255,2.619281,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.894654,2.619366,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.894053,2.619034,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,42.284409,2.335727,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.893968,2.619624,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,41.978256,2.896985,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,41.973633,2.92512,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,40.993469,2.785127,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.880377,5.308278,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.893839,2.619334,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.89371,2.618906,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.453613,1.789748,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.894397,2.619324,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,n/a,n/a,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.930054,2.648198,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.894225,2.619366,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.930397,2.649141,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.893538,2.618852,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.893667,2.619516,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,n/a,n/a,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.861389,2.648884,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.894182,2.619123,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,44.894912,2.619249,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.120037,2.146338,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.113093,2.142325,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.113222,2.142357,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.113565,2.1421,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.126526,2.146764,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.119928,2.14586,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.154243,2.185126,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.120701,2.146311,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/28/15,45.119328,2.14659,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.156303,2.185469,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.119242,2.145775,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.155273,2.18444,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.119757,2.146568,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.113565,2.142304,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.119568,2.145672,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.098923,2.141738,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.120529,2.146632,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.099953,2.141866,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.12038,2.145812,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,44.893367,2.619077,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,46.316345,6.239356,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,46.316345,6.240038,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,46.324585,6.240038,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,46.30644,6.241668,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,46.881592,5.008137,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.153831,2.1845,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.21373,4.728997,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,46.302612,6.239538,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.202778,4.734976,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.204472,4.735388,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,41.001709,2.798523,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.204838,4.73519,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.204729,4.735516,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.199219,4.734152,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.199997,4.735155,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,41.980225,2.882694,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.203636,4.735575,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.20137,4.732418,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.525564,5.200301,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,42.544773,3.800057,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,46.824463,5.028703,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,41.001709,2.778954,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,42.545334,3.799917,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,n/a,n/a,UNICEF,,Cash Transfers,CC,Beneficiary Interview
7/29/15,45.204643,4.735345,UNICEF,,Cash Transfers,CC,Beneficiary Interview
